calc_time,calc_time_iso,calc_time_raw,funding_interval_hours,last_funding_rate
1577836800000,2020-01-01T00:00:00Z,1577836800000,8,-0.00012359
1577865600000,2020-01-01T08:00:00Z,1577865600000,8,-0.00012383
1577894400000,2020-01-01T16:00:00Z,1577894400000,8,-9.664e-05
1577923200000,2020-01-02T00:00:00Z,1577923200002,8,3.662e-05
1577952000000,2020-01-02T08:00:00Z,1577952000000,8,0.0001
1577980800000,2020-01-02T16:00:00Z,1577980800000,8,1.04e-06
1578009600000,2020-01-03T00:00:00Z,1578009600000,8,-1.664e-05
1578038400000,2020-01-03T08:00:00Z,1578038400000,8,-1.553e-05
1578067200000,2020-01-03T16:00:00Z,1578067200001,8,0.0001
1578096000000,2020-01-04T00:00:00Z,1578096000000,8,0.0001
1578124800000,2020-01-04T08:00:00Z,1578124800000,8,8.4e-07
1578153600000,2020-01-04T16:00:00Z,1578153600000,8,7.387e-05
1578182400000,2020-01-05T00:00:00Z,1578182400000,8,0.0001
1578211200000,2020-01-05T08:00:00Z,1578211200000,8,0.0001
1578240000000,2020-01-05T16:00:00Z,1578240000000,8,0.0001
1578268800000,2020-01-06T00:00:00Z,1578268800000,8,0.0001
1578297600000,2020-01-06T08:00:00Z,1578297600000,8,0.0001
1578326400000,2020-01-06T16:00:00Z,1578326400000,8,0.0001
1578355200000,2020-01-07T00:00:00Z,1578355200000,8,0.0001
1578384000000,2020-01-07T08:00:00Z,1578384000001,8,0.0001
1578412800000,2020-01-07T16:00:00Z,1578412800000,8,0.0001
1578441600000,2020-01-08T00:00:00Z,1578441600000,8,0.00012514
1578470400000,2020-01-08T08:00:00Z,1578470400000,8,0.0001
1578499200000,2020-01-08T16:00:00Z,1578499200001,8,0.0001
1578528000000,2020-01-09T00:00:00Z,1578528000000,8,0.0001
1578556800000,2020-01-09T08:00:00Z,1578556800000,8,0.0001
1578585600000,2020-01-09T16:00:00Z,1578585600000,8,0.0001
1578614400000,2020-01-10T00:00:00Z,1578614400000,8,0.0001
1578643200000,2020-01-10T08:00:00Z,1578643200000,8,0.0001
1578672000000,2020-01-10T16:00:00Z,1578672000000,8,0.0001
1578700800000,2020-01-11T00:00:00Z,1578700800000,8,0.0001
1578729600000,2020-01-11T08:00:00Z,1578729600000,8,0.00017846
1578758400000,2020-01-11T16:00:00Z,1578758400000,8,0.0001
1578787200000,2020-01-12T00:00:00Z,1578787200000,8,0.0001
1578816000000,2020-01-12T08:00:00Z,1578816000000,8,0.0001
1578844800000,2020-01-12T16:00:00Z,1578844800000,8,0.0001
1578873600000,2020-01-13T00:00:00Z,1578873600001,8,0.0001
1578902400000,2020-01-13T08:00:00Z,1578902400000,8,0.0001
1578931200000,2020-01-13T16:00:00Z,1578931200000,8,0.0001
1578960000000,2020-01-14T00:00:00Z,1578960000000,8,0.0001
1578988800000,2020-01-14T08:00:00Z,1578988800000,8,0.000259
1579017600000,2020-01-14T16:00:00Z,1579017600001,8,0.0001
1579046400000,2020-01-15T00:00:00Z,1579046400000,8,0.00049392
1579075200000,2020-01-15T08:00:00Z,1579075200000,8,0.00019497
1579104000000,2020-01-15T16:00:00Z,1579104000000,8,0.0001
1579132800000,2020-01-16T00:00:00Z,1579132800000,8,0.0001
1579161600000,2020-01-16T08:00:00Z,1579161600000,8,0.00041191
1579190400000,2020-01-16T16:00:00Z,1579190400000,8,0.00031466
1579219200000,2020-01-17T00:00:00Z,1579219200000,8,0.0001
1579248000000,2020-01-17T08:00:00Z,1579248000000,8,0.00015027
1579276800000,2020-01-17T16:00:00Z,1579276800000,8,0.00056749
1579305600000,2020-01-18T00:00:00Z,1579305600001,8,0.0001
1579334400000,2020-01-18T08:00:00Z,1579334400001,8,0.00029182
1579363200000,2020-01-18T16:00:00Z,1579363200000,8,0.00032081
1579392000000,2020-01-19T00:00:00Z,1579392000000,8,0.00020041
1579420800000,2020-01-19T08:00:00Z,1579420800000,8,0.00039329
1579449600000,2020-01-19T16:00:00Z,1579449600000,8,0.00092467
1579478400000,2020-01-20T00:00:00Z,1579478400000,8,0.00029702
1579507200000,2020-01-20T08:00:00Z,1579507200000,8,0.0001
1579536000000,2020-01-20T16:00:00Z,1579536000000,8,0.00010782
1579564800000,2020-01-21T00:00:00Z,1579564800000,8,0.00012057
1579593600000,2020-01-21T08:00:00Z,1579593600000,8,0.00015425
1579622400000,2020-01-21T16:00:00Z,1579622400000,8,0.0001574
1579651200000,2020-01-22T00:00:00Z,1579651200000,8,0.0001
1579680000000,2020-01-22T08:00:00Z,1579680000001,8,0.00021392
1579708800000,2020-01-22T16:00:00Z,1579708800000,8,0.0001
1579737600000,2020-01-23T00:00:00Z,1579737600000,8,0.0001
1579766400000,2020-01-23T08:00:00Z,1579766400000,8,0.0001
1579795200000,2020-01-23T16:00:00Z,1579795200000,8,0.00052304
1579824000000,2020-01-24T00:00:00Z,1579824000000,8,0.00054719
1579852800000,2020-01-24T08:00:00Z,1579852800000,8,0.00042124
1579881600000,2020-01-24T16:00:00Z,1579881600001,8,0.00017948
1579910400000,2020-01-25T00:00:00Z,1579910400000,8,0.0001
1579939200000,2020-01-25T08:00:00Z,1579939200000,8,0.0001
1579968000000,2020-01-25T16:00:00Z,1579968000001,8,0.0001
1579996800000,2020-01-26T00:00:00Z,1579996800000,8,0.0001
1580025600000,2020-01-26T08:00:00Z,1580025600000,8,0.0001
1580054400000,2020-01-26T16:00:00Z,1580054400000,8,0.0001
1580083200000,2020-01-27T00:00:00Z,1580083200000,8,0.0001
1580112000000,2020-01-27T08:00:00Z,1580112000001,8,0.0001
1580140800000,2020-01-27T16:00:00Z,1580140800000,8,0.0001
1580169600000,2020-01-28T00:00:00Z,1580169600000,8,0.0001
1580198400000,2020-01-28T08:00:00Z,1580198400000,8,0.00068689
1580227200000,2020-01-28T16:00:00Z,1580227200000,8,0.00054394
1580256000000,2020-01-29T00:00:00Z,1580256000001,8,0.00062324
1580284800000,2020-01-29T08:00:00Z,1580284800000,8,0.00108193
1580313600000,2020-01-29T16:00:00Z,1580313600002,8,0.00053694
1580342400000,2020-01-30T00:00:00Z,1580342400000,8,0.000236
1580371200000,2020-01-30T08:00:00Z,1580371200000,8,0.00024877
1580400000000,2020-01-30T16:00:00Z,1580400000000,8,0.00034852
1580428800000,2020-01-31T00:00:00Z,1580428800000,8,0.00053551
1580457600000,2020-01-31T08:00:00Z,1580457600000,8,0.00077154
1580486400000,2020-01-31T16:00:00Z,1580486400000,8,0.00039858
1580515200000,2020-02-01T00:00:00Z,1580515200000,8,0.00074991
1580544000000,2020-02-01T08:00:00Z,1580544000000,8,0.00065667
1580572800000,2020-02-01T16:00:00Z,1580572800000,8,0.00049052
1580601600000,2020-02-02T00:00:00Z,1580601600000,8,0.00028263
1580630400000,2020-02-02T08:00:00Z,1580630400000,8,0.00034916
1580659200000,2020-02-02T16:00:00Z,1580659200000,8,0.00065524
1580688000000,2020-02-03T00:00:00Z,1580688000000,8,0.00060677
1580716800000,2020-02-03T08:00:00Z,1580716800000,8,0.00035862
1580745600000,2020-02-03T16:00:00Z,1580745600000,8,0.0001
1580774400000,2020-02-04T00:00:00Z,1580774400000,8,0.00099282
1580803200000,2020-02-04T08:00:00Z,1580803200001,8,0.0005445
1580832000000,2020-02-04T16:00:00Z,1580832000000,8,0.00038192
1580860800000,2020-02-05T00:00:00Z,1580860800002,8,0.0001
1580889600000,2020-02-05T08:00:00Z,1580889600000,8,0.0001
1580918400000,2020-02-05T16:00:00Z,1580918400000,8,0.00052631
1580947200000,2020-02-06T00:00:00Z,1580947200000,8,0.00164021
1580976000000,2020-02-06T08:00:00Z,1580976000000,8,0.00078299
1581004800000,2020-02-06T16:00:00Z,1581004800000,8,0.00055668
1581033600000,2020-02-07T00:00:00Z,1581033600000,8,0.00035618
1581062400000,2020-02-07T08:00:00Z,1581062400000,8,0.00019726
1581091200000,2020-02-07T16:00:00Z,1581091200001,8,0.00034616
1581120000000,2020-02-08T00:00:00Z,1581120000000,8,0.00039915
1581148800000,2020-02-08T08:00:00Z,1581148800000,8,0.00062858
1581177600000,2020-02-08T16:00:00Z,1581177600000,8,0.00099315
1581206400000,2020-02-09T00:00:00Z,1581206400000,8,0.00042798
1581235200000,2020-02-09T08:00:00Z,1581235200000,8,0.00081519
1581264000000,2020-02-09T16:00:00Z,1581264000000,8,0.00113954
1581292800000,2020-02-10T00:00:00Z,1581292800000,8,0.00106733
1581321600000,2020-02-10T08:00:00Z,1581321600000,8,0.00125022
1581350400000,2020-02-10T16:00:00Z,1581350400009,8,0.00097918
1581379200000,2020-02-11T00:00:00Z,1581379200000,8,0.00043989
1581408000000,2020-02-11T08:00:00Z,1581408000000,8,0.00064797
1581436800000,2020-02-11T16:00:00Z,1581436800000,8,0.0005012
1581465600000,2020-02-12T00:00:00Z,1581465600000,8,0.003
1581494400000,2020-02-12T08:00:00Z,1581494400001,8,0.00108055
1581523200000,2020-02-12T16:00:00Z,1581523200000,8,0.00103884
1581552000000,2020-02-13T00:00:00Z,1581552000001,8,0.00093553
1581580800000,2020-02-13T08:00:00Z,1581580800000,8,0.00084403
1581609600000,2020-02-13T16:00:00Z,1581609600000,8,0.00070414
1581638400000,2020-02-14T00:00:00Z,1581638400000,8,0.0006332
1581667200000,2020-02-14T08:00:00Z,1581667200000,8,0.00074453
1581696000000,2020-02-14T16:00:00Z,1581696000000,8,0.00055952
1581724800000,2020-02-15T00:00:00Z,1581724800000,8,0.00059113
1581753600000,2020-02-15T08:00:00Z,1581753600000,8,0.0009686
1581782400000,2020-02-15T16:00:00Z,1581782400000,8,0.00087369
1581811200000,2020-02-16T00:00:00Z,1581811200000,8,0.00051202
1581840000000,2020-02-16T08:00:00Z,1581840000000,8,0.00036973
1581868800000,2020-02-16T16:00:00Z,1581868800000,8,0.00060847
1581897600000,2020-02-17T00:00:00Z,1581897600000,8,0.00043179
1581926400000,2020-02-17T08:00:00Z,1581926400000,8,0.0006096
1581955200000,2020-02-17T16:00:00Z,1581955200000,8,0.00091076
1581984000000,2020-02-18T00:00:00Z,1581984000000,8,0.00026967
1582012800000,2020-02-18T08:00:00Z,1582012800000,8,0.00013952
1582041600000,2020-02-18T16:00:00Z,1582041600000,8,0.00029662
1582070400000,2020-02-19T00:00:00Z,1582070400000,8,0.00046396
1582099200000,2020-02-19T08:00:00Z,1582099200001,8,0.00038487
1582128000000,2020-02-19T16:00:00Z,1582128000000,8,0.00040757
1582156800000,2020-02-20T00:00:00Z,1582156800004,8,0.0001
1582185600000,2020-02-20T08:00:00Z,1582185600000,8,0.0001
1582214400000,2020-02-20T16:00:00Z,1582214400000,8,0.0001
1582243200000,2020-02-21T00:00:00Z,1582243200000,8,0.0001
1582272000000,2020-02-21T08:00:00Z,1582272000000,8,0.0001
1582300800000,2020-02-21T16:00:00Z,1582300800000,8,0.0001
1582329600000,2020-02-22T00:00:00Z,1582329600000,8,0.0001
1582358400000,2020-02-22T08:00:00Z,1582358400001,8,0.0001
1582387200000,2020-02-22T16:00:00Z,1582387200000,8,0.00012243
1582416000000,2020-02-23T00:00:00Z,1582416000000,8,0.00029663
1582444800000,2020-02-23T08:00:00Z,1582444800000,8,0.0003901
1582473600000,2020-02-23T16:00:00Z,1582473600000,8,0.00065308
1582502400000,2020-02-24T00:00:00Z,1582502400015,8,0.00048774
1582531200000,2020-02-24T08:00:00Z,1582531200000,8,0.00014587
1582560000000,2020-02-24T16:00:00Z,1582560000000,8,0.0001
1582588800000,2020-02-25T00:00:00Z,1582588800001,8,0.00032389
1582617600000,2020-02-25T08:00:00Z,1582617600000,8,0.00027363
1582646400000,2020-02-25T16:00:00Z,1582646400001,8,0.00046949
1582675200000,2020-02-26T00:00:00Z,1582675200000,8,0.0003617
1582704000000,2020-02-26T08:00:00Z,1582704000001,8,0.0005063
1582732800000,2020-02-26T16:00:00Z,1582732800000,8,0.0003866
1582761600000,2020-02-27T00:00:00Z,1582761600001,8,0.00017363
1582790400000,2020-02-27T08:00:00Z,1582790400001,8,0.0001
1582819200000,2020-02-27T16:00:00Z,1582819200000,8,0.0001
1582848000000,2020-02-28T00:00:00Z,1582848000000,8,0.0001
1582876800000,2020-02-28T08:00:00Z,1582876800000,8,0.00011659
1582905600000,2020-02-28T16:00:00Z,1582905600000,8,0.00023604
1582934400000,2020-02-29T00:00:00Z,1582934400000,8,0.00061536
1582963200000,2020-02-29T08:00:00Z,1582963200000,8,0.00060166
1582992000000,2020-02-29T16:00:00Z,1582992000000,8,0.00062345
1583020800000,2020-03-01T00:00:00Z,1583020800000,8,0.00049317
1583049600000,2020-03-01T08:00:00Z,1583049600000,8,0.00027933
1583078400000,2020-03-01T16:00:00Z,1583078400001,8,0.00031033
1583107200000,2020-03-02T00:00:00Z,1583107200000,8,0.0001872
1583136000000,2020-03-02T08:00:00Z,1583136000000,8,0.0001
1583164800000,2020-03-02T16:00:00Z,1583164800004,8,0.0001
1583193600000,2020-03-03T00:00:00Z,1583193600000,8,0.0001
1583222400000,2020-03-03T08:00:00Z,1583222400003,8,0.0001
1583251200000,2020-03-03T16:00:00Z,1583251200000,8,0.0001
1583280000000,2020-03-04T00:00:00Z,1583280000002,8,0.0001
1583308800000,2020-03-04T08:00:00Z,1583308800000,8,0.0001
1583337600000,2020-03-04T16:00:00Z,1583337600001,8,0.00024328
1583366400000,2020-03-05T00:00:00Z,1583366400000,8,0.0001
1583395200000,2020-03-05T08:00:00Z,1583395200000,8,0.00023481
1583424000000,2020-03-05T16:00:00Z,1583424000000,8,0.00019521
1583452800000,2020-03-06T00:00:00Z,1583452800003,8,0.00020373
1583481600000,2020-03-06T08:00:00Z,1583481600000,8,0.00021759
1583510400000,2020-03-06T16:00:00Z,1583510400000,8,0.00035706
1583539200000,2020-03-07T00:00:00Z,1583539200000,8,0.00039476
1583568000000,2020-03-07T08:00:00Z,1583568000001,8,0.00032086
1583596800000,2020-03-07T16:00:00Z,1583596800000,8,0.00032714
1583625600000,2020-03-08T00:00:00Z,1583625600001,8,0.00054685
1583654400000,2020-03-08T08:00:00Z,1583654400000,8,0.00049747
1583683200000,2020-03-08T16:00:00Z,1583683200006,8,0.00042921
1583712000000,2020-03-09T00:00:00Z,1583712000000,8,0.0001
1583740800000,2020-03-09T08:00:00Z,1583740800000,8,0.0001
1583769600000,2020-03-09T16:00:00Z,1583769600000,8,0.0001
1583798400000,2020-03-10T00:00:00Z,1583798400000,8,0.0001
1583827200000,2020-03-10T08:00:00Z,1583827200000,8,0.0001
1583856000000,2020-03-10T16:00:00Z,1583856000000,8,0.0001
1583884800000,2020-03-11T00:00:00Z,1583884800001,8,0.0001
1583913600000,2020-03-11T08:00:00Z,1583913600000,8,0.0001
1583942400000,2020-03-11T16:00:00Z,1583942400000,8,0.00022898
1583971200000,2020-03-12T00:00:00Z,1583971200001,8,0.00010572
1584000000000,2020-03-12T08:00:00Z,1584000000001,8,0.0001
1584028800000,2020-03-12T16:00:00Z,1584028800000,8,-0.00015149
1584057600000,2020-03-13T00:00:00Z,1584057600000,8,-0.00016073
1584086400000,2020-03-13T08:00:00Z,1584086400000,8,-0.003
1584115200000,2020-03-13T16:00:00Z,1584115200002,8,-0.00065378
1584144000000,2020-03-14T00:00:00Z,1584144000000,8,-0.00076421
1584172800000,2020-03-14T08:00:00Z,1584172800001,8,-4.946e-05
1584201600000,2020-03-14T16:00:00Z,1584201600000,8,-0.00050325
1584230400000,2020-03-15T00:00:00Z,1584230400000,8,-0.00047893
1584259200000,2020-03-15T08:00:00Z,1584259200000,8,-0.00054208
1584288000000,2020-03-15T16:00:00Z,1584288000001,8,-0.0004879
1584316800000,2020-03-16T00:00:00Z,1584316800000,8,-0.00028282
1584345600000,2020-03-16T08:00:00Z,1584345600000,8,-0.00036873
1584374400000,2020-03-16T16:00:00Z,1584374400001,8,-0.00090358
1584403200000,2020-03-17T00:00:00Z,1584403200000,8,-0.0002383
1584432000000,2020-03-17T08:00:00Z,1584432000000,8,-3.681e-05
1584460800000,2020-03-17T16:00:00Z,1584460800000,8,-0.00010573
1584489600000,2020-03-18T00:00:00Z,1584489600000,8,-0.00014706
1584518400000,2020-03-18T08:00:00Z,1584518400000,8,-0.00035528
1584547200000,2020-03-18T16:00:00Z,1584547200000,8,-0.00033374
1584576000000,2020-03-19T00:00:00Z,1584576000000,8,-0.00015042
1584604800000,2020-03-19T08:00:00Z,1584604800000,8,-0.00022004
1584633600000,2020-03-19T16:00:00Z,1584633600000,8,-0.00027089
1584662400000,2020-03-20T00:00:00Z,1584662400000,8,-0.00015469
1584691200000,2020-03-20T08:00:00Z,1584691200000,8,-1.171e-05
1584720000000,2020-03-20T16:00:00Z,1584720000000,8,0.0001
1584748800000,2020-03-21T00:00:00Z,1584748800000,8,8.327e-05
1584777600000,2020-03-21T08:00:00Z,1584777600000,8,-9.15e-06
1584806400000,2020-03-21T16:00:00Z,1584806400000,8,-0.00011557
1584835200000,2020-03-22T00:00:00Z,1584835200000,8,-2.842e-05
1584864000000,2020-03-22T08:00:00Z,1584864000001,8,0.0001
1584892800000,2020-03-22T16:00:00Z,1584892800000,8,2.24e-06
1584921600000,2020-03-23T00:00:00Z,1584921600000,8,-0.00016796
1584950400000,2020-03-23T08:00:00Z,1584950400000,8,-0.00016295
1584979200000,2020-03-23T16:00:00Z,1584979200000,8,0.0001
1585008000000,2020-03-24T00:00:00Z,1585008000000,8,0.0001
1585036800000,2020-03-24T08:00:00Z,1585036800000,8,0.0001
1585065600000,2020-03-24T16:00:00Z,1585065600000,8,0.0001
1585094400000,2020-03-25T00:00:00Z,1585094400000,8,0.0001
1585123200000,2020-03-25T08:00:00Z,1585123200000,8,9.958e-05
1585152000000,2020-03-25T16:00:00Z,1585152000001,8,9.813e-05
1585180800000,2020-03-26T00:00:00Z,1585180800006,8,-1.62e-05
1585209600000,2020-03-26T08:00:00Z,1585209600002,8,0.0001
1585238400000,2020-03-26T16:00:00Z,1585238400000,8,1.599e-05
1585267200000,2020-03-27T00:00:00Z,1585267200000,8,6.223e-05
1585296000000,2020-03-27T08:00:00Z,1585296000000,8,6.838e-05
1585324800000,2020-03-27T16:00:00Z,1585324800000,8,1.48e-06
1585353600000,2020-03-28T00:00:00Z,1585353600000,8,-0.00012203
1585382400000,2020-03-28T08:00:00Z,1585382400000,8,-0.00041263
1585411200000,2020-03-28T16:00:00Z,1585411200000,8,-0.0002165
1585440000000,2020-03-29T00:00:00Z,1585440000000,8,-0.00023282
1585468800000,2020-03-29T08:00:00Z,1585468800001,8,-0.0002912
1585497600000,2020-03-29T16:00:00Z,1585497600000,8,-0.00025613
1585526400000,2020-03-30T00:00:00Z,1585526400000,8,-0.0006431
1585555200000,2020-03-30T08:00:00Z,1585555200000,8,-0.00033817
1585584000000,2020-03-30T16:00:00Z,1585584000000,8,-6.982e-05
1585612800000,2020-03-31T00:00:00Z,1585612800000,8,-5.383e-05
1585641600000,2020-03-31T08:00:00Z,1585641600001,8,-0.00015273
1585670400000,2020-03-31T16:00:00Z,1585670400001,8,-0.000162
1585699200000,2020-04-01T00:00:00Z,1585699200002,8,-9.237e-05
1585728000000,2020-04-01T08:00:00Z,1585728000000,8,-0.0004868
1585756800000,2020-04-01T16:00:00Z,1585756800001,8,-0.00034983
1585785600000,2020-04-02T00:00:00Z,1585785600000,8,-0.0001933
1585814400000,2020-04-02T08:00:00Z,1585814400000,8,3.28e-05
1585843200000,2020-04-02T16:00:00Z,1585843200000,8,9.417e-05
1585872000000,2020-04-03T00:00:00Z,1585872000000,8,9.047e-05
1585900800000,2020-04-03T08:00:00Z,1585900800000,8,7.9e-07
1585929600000,2020-04-03T16:00:00Z,1585929600000,8,0.0001
1585958400000,2020-04-04T00:00:00Z,1585958400000,8,6.184e-05
1585987200000,2020-04-04T08:00:00Z,1585987200000,8,5.655e-05
1586016000000,2020-04-04T16:00:00Z,1586016000000,8,-7.77e-05
1586044800000,2020-04-05T00:00:00Z,1586044800001,8,-4.495e-05
1586073600000,2020-04-05T08:00:00Z,1586073600000,8,4.198e-05
1586102400000,2020-04-05T16:00:00Z,1586102400000,8,3.859e-05
1586131200000,2020-04-06T00:00:00Z,1586131200000,8,2.364e-05
1586160000000,2020-04-06T08:00:00Z,1586160000000,8,6.54e-06
1586188800000,2020-04-06T16:00:00Z,1586188800000,8,-8.471e-05
1586217600000,2020-04-07T00:00:00Z,1586217600000,8,-0.00012883
1586246400000,2020-04-07T08:00:00Z,1586246400000,8,-2.915e-05
1586275200000,2020-04-07T16:00:00Z,1586275200000,8,1.131e-05
1586304000000,2020-04-08T00:00:00Z,1586304000000,8,-2.763e-05
1586332800000,2020-04-08T08:00:00Z,1586332800000,8,0.0001
1586361600000,2020-04-08T16:00:00Z,1586361600000,8,6.677e-05
1586390400000,2020-04-09T00:00:00Z,1586390400000,8,0.0001
1586419200000,2020-04-09T08:00:00Z,1586419200001,8,-0.00010005
1586448000000,2020-04-09T16:00:00Z,1586448000000,8,-8.854e-05
1586476800000,2020-04-10T00:00:00Z,1586476800001,8,-5.003e-05
1586505600000,2020-04-10T08:00:00Z,1586505600000,8,0.0001
1586534400000,2020-04-10T16:00:00Z,1586534400000,8,0.0001
1586563200000,2020-04-11T00:00:00Z,1586563200000,8,0.0001
1586592000000,2020-04-11T08:00:00Z,1586592000000,8,0.0001
1586620800000,2020-04-11T16:00:00Z,1586620800000,8,0.0001
1586649600000,2020-04-12T00:00:00Z,1586649600000,8,0.0001
1586678400000,2020-04-12T08:00:00Z,1586678400006,8,0.0001
1586707200000,2020-04-12T16:00:00Z,1586707200001,8,8.453e-05
1586736000000,2020-04-13T00:00:00Z,1586736000001,8,7.954e-05
1586764800000,2020-04-13T08:00:00Z,1586764800000,8,-0.00020271
1586793600000,2020-04-13T16:00:00Z,1586793600000,8,-2.882e-05
1586822400000,2020-04-14T00:00:00Z,1586822400000,8,-1.244e-05
1586851200000,2020-04-14T08:00:00Z,1586851200000,8,5.454e-05
1586880000000,2020-04-14T16:00:00Z,1586880000000,8,-0.00020028
1586908800000,2020-04-15T00:00:00Z,1586908800000,8,-0.00012803
1586937600000,2020-04-15T08:00:00Z,1586937600000,8,-4.63e-05
1586966400000,2020-04-15T16:00:00Z,1586966400000,8,2.925e-05
1586995200000,2020-04-16T00:00:00Z,1586995200000,8,-7.017e-05
1587024000000,2020-04-16T08:00:00Z,1587024000000,8,-0.00046001
1587052800000,2020-04-16T16:00:00Z,1587052800000,8,6.364e-05
1587081600000,2020-04-17T00:00:00Z,1587081600000,8,5.926e-05
1587110400000,2020-04-17T08:00:00Z,1587110400000,8,3.345e-05
1587139200000,2020-04-17T16:00:00Z,1587139200000,8,-6.771e-05
1587168000000,2020-04-18T00:00:00Z,1587168000000,8,-3.132e-05
1587196800000,2020-04-18T08:00:00Z,1587196800000,8,-0.00017145
1587225600000,2020-04-18T16:00:00Z,1587225600000,8,-0.00019642
1587254400000,2020-04-19T00:00:00Z,1587254400000,8,-0.00019142
1587283200000,2020-04-19T08:00:00Z,1587283200000,8,-5.966e-05
1587312000000,2020-04-19T16:00:00Z,1587312000000,8,8.514e-05
1587340800000,2020-04-20T00:00:00Z,1587340800000,8,-1.31e-05
1587369600000,2020-04-20T08:00:00Z,1587369600000,8,-1.874e-05
1587398400000,2020-04-20T16:00:00Z,1587398400000,8,-5.762e-05
1587427200000,2020-04-21T00:00:00Z,1587427200000,8,-9.18e-05
1587456000000,2020-04-21T08:00:00Z,1587456000001,8,-7.539e-05
1587484800000,2020-04-21T16:00:00Z,1587484800000,8,0.0001
1587513600000,2020-04-22T00:00:00Z,1587513600001,8,-2.663e-05
1587542400000,2020-04-22T08:00:00Z,1587542400000,8,-0.00011402
1587571200000,2020-04-22T16:00:00Z,1587571200000,8,-0.00031244
1587600000000,2020-04-23T00:00:00Z,1587600000000,8,-0.0002234
1587628800000,2020-04-23T08:00:00Z,1587628800001,8,-0.00015491
1587657600000,2020-04-23T16:00:00Z,1587657600000,8,0.0001
1587686400000,2020-04-24T00:00:00Z,1587686400000,8,0.0001
1587715200000,2020-04-24T08:00:00Z,1587715200000,8,0.0001
1587744000000,2020-04-24T16:00:00Z,1587744000000,8,0.0001
1587772800000,2020-04-25T00:00:00Z,1587772800003,8,0.0001
1587801600000,2020-04-25T08:00:00Z,1587801600000,8,0.0001
1587830400000,2020-04-25T16:00:00Z,1587830400000,8,0.0001
1587859200000,2020-04-26T00:00:00Z,1587859200000,8,0.0001
1587888000000,2020-04-26T08:00:00Z,1587888000000,8,7.493e-05
1587916800000,2020-04-26T16:00:00Z,1587916800000,8,0.0001
1587945600000,2020-04-27T00:00:00Z,1587945600000,8,0.0001
1587974400000,2020-04-27T08:00:00Z,1587974400005,8,0.0001
1588003200000,2020-04-27T16:00:00Z,1588003200000,8,0.0001
1588032000000,2020-04-28T00:00:00Z,1588032000000,8,0.0001
1588060800000,2020-04-28T08:00:00Z,1588060800000,8,0.0001
1588089600000,2020-04-28T16:00:00Z,1588089600000,8,0.0001
1588118400000,2020-04-29T00:00:00Z,1588118400000,8,0.0001
1588147200000,2020-04-29T08:00:00Z,1588147200001,8,0.0001
1588176000000,2020-04-29T16:00:00Z,1588176000000,8,0.0001
1588204800000,2020-04-30T00:00:00Z,1588204800000,8,0.00013208
1588233600000,2020-04-30T08:00:00Z,1588233600000,8,0.00097517
1588262400000,2020-04-30T16:00:00Z,1588262400000,8,0.0001
1588291200000,2020-05-01T00:00:00Z,1588291200000,8,0.00021072
1588320000000,2020-05-01T08:00:00Z,1588320000000,8,0.00017885
1588348800000,2020-05-01T16:00:00Z,1588348800000,8,0.00013528
1588377600000,2020-05-02T00:00:00Z,1588377600000,8,0.0001
1588406400000,2020-05-02T08:00:00Z,1588406400000,8,0.0001
1588435200000,2020-05-02T16:00:00Z,1588435200000,8,0.00010144
1588464000000,2020-05-03T00:00:00Z,1588464000000,8,0.0001
1588492800000,2020-05-03T08:00:00Z,1588492800000,8,0.0001981
1588521600000,2020-05-03T16:00:00Z,1588521600000,8,0.00015162
1588550400000,2020-05-04T00:00:00Z,1588550400000,8,0.00011925
1588579200000,2020-05-04T08:00:00Z,1588579200005,8,0.0001
1588608000000,2020-05-04T16:00:00Z,1588608000000,8,0.0001
1588636800000,2020-05-05T00:00:00Z,1588636800000,8,0.0001
1588665600000,2020-05-05T08:00:00Z,1588665600000,8,0.0001
1588694400000,2020-05-05T16:00:00Z,1588694400000,8,0.0001
1588723200000,2020-05-06T00:00:00Z,1588723200001,8,0.0001
1588752000000,2020-05-06T08:00:00Z,1588752000000,8,0.0001
1588780800000,2020-05-06T16:00:00Z,1588780800000,8,0.00035981
1588809600000,2020-05-07T00:00:00Z,1588809600000,8,0.0001
1588838400000,2020-05-07T08:00:00Z,1588838400011,8,0.0001
1588867200000,2020-05-07T16:00:00Z,1588867200000,8,0.0001
1588896000000,2020-05-08T00:00:00Z,1588896000000,8,0.00016094
1588924800000,2020-05-08T08:00:00Z,1588924800001,8,0.00034016
1588953600000,2020-05-08T16:00:00Z,1588953600000,8,0.0005319
1588982400000,2020-05-09T00:00:00Z,1588982400000,8,0.00042037
1589011200000,2020-05-09T08:00:00Z,1589011200000,8,0.00075816
1589040000000,2020-05-09T16:00:00Z,1589040000000,8,0.00058018
1589068800000,2020-05-10T00:00:00Z,1589068800000,8,0.00042326
1589097600000,2020-05-10T08:00:00Z,1589097600000,8,0.0001
1589126400000,2020-05-10T16:00:00Z,1589126400000,8,0.0001
1589155200000,2020-05-11T00:00:00Z,1589155200000,8,0.0001
1589184000000,2020-05-11T08:00:00Z,1589184000000,8,0.0001
1589212800000,2020-05-11T16:00:00Z,1589212800000,8,0.0001
1589241600000,2020-05-12T00:00:00Z,1589241600000,8,0.0001
1589270400000,2020-05-12T08:00:00Z,1589270400001,8,0.0001
